attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype,url
17702,7955932,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,51208,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%273RW4W9GWJ3SCTJOXVG76D92F0MH3Y8LZRI5AOOLIYY8A6242JA%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=2eedb96444b2d2bdedbe8dea546bbda8
17702,7955932,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,51208,80,ips,signature,-
17702,7955933,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,51513,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%276PP0LE532KHJJXLYDJQFXJICNI8N1NS9XAUMQMPDML693X1A3H%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=7c79eab1c93476ebc378d1b8e526d8cd
17702,7955933,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,51513,80,ips,signature,-
17702,7955934,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,51829,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27Z5H3FB9PENJZJSBGS1ARHTUNR1PXJEGF1AIHUHD4QOMS0WB4JC%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=55fecebd355ab3d64c2b906485b31887
17702,7955934,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,51829,80,ips,signature,-
17702,7955935,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,52135,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27J5JY3TXPA76L0MJVWTOR6KX1234BBLHTDVP433N6E7WKK35NC6%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=8fe55266e424f54bff317b7b16a258c4
17702,7955935,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,52135,80,ips,signature,-
17702,7955936,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,52447,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27J48KR4F9NQO31V3UBVCNNJDIOUJ49UH4AO3R9LPDKEE5UZBX3Y%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=a69779d31a7036504825d207fcbb3415
17702,7955936,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,52447,80,ips,signature,-
17702,7955937,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,52753,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27R72SUOJ49V5FGHMW1J93B4YV2XZG9NZBNFQ60BL4V9GM8F5SD1%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=3a612b66710ce58fb5c6edabecad434d
17702,7955937,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,52753,80,ips,signature,-
17702,7955938,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53065,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27IOWPSCA58GWT2K6AQHB1BBMLFM07AD01U3J8Z3VD08IGXU39P9%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=a520583228661a9fd5b3b9f5977444a3
17702,7955938,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53065,80,ips,signature,-
17702,7955939,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53373,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27WRUQBY7734JG4RMEXVO6LN8335951HU8C2SP69AGPE11FI84HH%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=3663f9a7431ef4c345a106d60f2bd5a0
17702,7955939,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53373,80,ips,signature,-
17702,7955940,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53681,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%272XL9YC0UD7JPGOKRB6SE8SMF9PSUJ7SMR0830OQUAAI1HML6MK%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=2835b6a7f7fdf35b6016e601c29dbfce
17702,7955940,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53681,80,ips,signature,-
17702,7955941,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53992,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27RJDHK81X5K2JUJM4JCFP8C331CF9SVTPMV8DYGCLIHUZ0JNMXW%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=dfa1a587b98865b109f4c696d1161ed8
17702,7955941,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,53992,80,ips,signature,-
17702,7955942,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,54301,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%278NX5C0QVYIDM6Y5ZPNXLUYPGSSRGDNJTGU6KJ1GYTRII4017MI%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=b391529bd9601ce19b6dba0f0a5edc5f
17702,7955942,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,54301,80,ips,signature,-
17702,7955943,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,54609,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%275WNXSZ392LHL3368ZT670RWE6DZHJBSXOITJFJVMXDY6HLP9D3%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=745d22ebf8c49c3aa9a27d87ecf85fa5
17702,7955943,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,54609,80,ips,signature,-
17702,7955944,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,54919,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27I201FWI9ILZAMENP3SUH8NLI0OZRIVLTLV8ORX2IWPF6NXJ3RO%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=60c835eeb345eb94ed98f7c332cee47a
17702,7955944,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,54919,80,ips,signature,-
17702,7955945,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,55226,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%279TND8HY111OLS8WPK2ZXLKVY1VTUEIMS0CX3ASDEZ68FN6EPNT%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=fe67f1c8ef6b884f0d7a16b47793d6d7
17702,7955945,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,55226,80,ips,signature,-
17702,7955946,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,55539,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27OK8M44Z1EJLT2QCHXHJN5O6D0P8G1DXXUEOJU1T69KZS77P8XD%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=25262246de12c4d233969ad1a0547345
17702,7955946,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,55539,80,ips,signature,-
17702,7955947,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,55843,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27EC5A9JSPEPOMNBJ7NO7HKMZWVXLMSILI9HZDUO9CF8CLU31KCV%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=5bb4c1630dbbc42ae479ef5ee6c889b5
17702,7955947,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,55843,80,ips,signature,-
17702,7955948,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,56158,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27GAF2OX8WHUBCH2YS5TDN1U7A1I46RSQ5HRP9XGQEKERNGB1H7X%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=931c38d0c1dd6127761a5913bc78e119
17702,7955948,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,56158,80,ips,signature,-
17702,7955949,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,56463,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27695EO8QYXFFTM2Q81O26VB0PF59DECVNN38XFLYF6YA0P2QE46%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=90f06b57b47434a7404b1b830de4215e
17702,7955949,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,56463,80,ips,signature,-
17702,7955950,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,56776,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27CF1BG7F517IJQXYN5YMI6HYN6BPG5T79GSOWZVJT289RFNSB8D%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=d954d9915909d5abcac4792588f7b0fc
17702,7955950,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,56776,80,ips,signature,-
17702,7955951,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,57081,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27MP7JO90RGS3YZ1SPS85WXUOTK1C90S3ZEM9SI6C3BDYPJ7X0XS%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=450d5c76b45121b9fd3cb6b46710a220
17702,7955951,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,57081,80,ips,signature,-
17702,7955952,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,57393,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27BKGXI4HTHEW5FM5BQXG251OVR1E09TAMDMDYKLZ2F1H0PXRKPA%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=b8fbf28fdb848fe7ac81278359189a48
17702,7955952,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,57393,80,ips,signature,-
17702,7955953,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,57701,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27LNTDYNR0KF63F3ZA90CIKD81QB5CMOKDS1RBKANNUT40FEOB8F%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=8f3b6243eaf5d9e4c8154f53e7e5e253
17702,7955953,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,57701,80,ips,signature,-
17702,7955954,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58010,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27A5OMNA1HEE8A9YZMHXI45T1551LX6ZSJ0TGQ5IY3AKMTVDK327%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=beebfecf27d126a0e83336bc5008f6e5
17702,7955954,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58010,80,ips,signature,-
17702,7955955,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58320,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27763WCZH5PSJRC0GKPP6AKZESLUOFGMPSZGPDC12VKF1REZ3KM0%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=349b93e74bf6c4127ebc5de1865da895
17702,7955955,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58320,80,ips,signature,-
17702,7955956,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58629,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%270K0T0A7EXHNBB8WFMZCA7PRO0QHILQCINO6SCQFG77EL6A65K9%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=f329dc04351e67f2f93cb98225a4780c
17702,7955956,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58629,80,ips,signature,-
17702,7955957,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,58939,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%275ISDIHXNVL9RUYU7QP6SKOBS8CKZ2F37LX8ANUN9ZZZZ1Q5LCC%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=5dbbaaa0eaa51fcf027fba75fe43fb51
17702,7955958,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,59172,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27XFUQX9QMJYVVC6QO3820E6X3RAWOAFTG4PEZKBC288V7HA0OKI%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=dcdfa51b8f41ea110e2f14c913c1f2f6
17702,7955958,44,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,59172,80,ips,signature,-
17702,7955960,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,59467,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%279BRQ75050EHNY2C4XOLNA790HZISXQSM8FYCU90DBKBCS8CKZX%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=5dbd1ad4dedc5ede944165cd44d3310b
17702,7955960,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,59467,80,ips,signature,-
17702,7955961,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,59777,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%2762GZ2BA5BPSC53CEZ3ZVBLQLIDS2FE6GQGWMV15IHEH2YIW9HL%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=057383a13cb822756ef74ac33eb4d269
17702,7955961,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,59777,80,ips,signature,-
17702,7955962,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,60087,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27XUSY3DER9IKO2N1FFZTFEEHZEL3GR1ZIVIHAMYGUAQHGWDRAJJ%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=60bf85f9859a711a5fc577b77bb8f620
17702,7955917,5,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,64074,80,ips,signature,-
17702,7955920,4,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,64438,80,ips,signature,-
17702,7955962,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,60087,80,ips,signature,-
17702,7955963,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,60395,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27FU5R392X1D84FN12VOGCSZI9RHYSVVLKNLMLBF5PH4QYP05NWE%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=230b553c1897a65dd5e8df5a4673673e
17702,7955963,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,60395,80,ips,signature,-
17702,7955964,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,60709,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27WAZQHFUWWVLV4ATEBKZMSLRWEBFI92RDLF6XOQ6QM3PQWNPAEI%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=eaa6b7c759e3c5de523b92459652e8c4
17702,7955964,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,60709,80,ips,signature,-
17702,7955965,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61014,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27WZ9566VTHU96DXJYK846XJHZF6T8GIPQYDPN77RFDW3HX5WMAV%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=c7dd29b8186ae678c29db61884919236
17702,7955966,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61328,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27VWR2V73G4DLMGC9RP6932WQE5VF8VWX6BIK1W7KS4ZAHUSJ9TK%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=7bdadebfcd4d20649ebe68489becb96c
17702,7955965,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61014,80,ips,signature,-
17702,7955966,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61328,80,ips,signature,-
17702,7955967,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61634,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27OAWVTKU40MCOUCF6H6QR9MTQ6957UDSREUKQGIOV8E0IZH093O%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=de8f5d832089a20259e6eda6677933d3
17702,7955967,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61634,80,ips,signature,-
17702,7955968,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61949,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27XIHGIT75A30CIP9DSM6OZZ3W1TRDTCEFOBI67ZMJFJTNLGAC8Q%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=1c74a820496d344e49863ea5e6f85d39
17702,7955968,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,61949,80,ips,signature,-
17702,7955969,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,62255,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27IOBS28RP416DUWJZ53MA86I0COON9KWRT2PUOHNYHEH7X1UKLL%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=f40cafbe67c086991577a7e7b5708506
17702,7955969,49,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,62255,80,ips,signature,-
17702,7955970,1,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,62569,80,ips,signature,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log%28%27LFS7VJBRJNWJTAMFVI2VEVM44WES8LHET3QAYPMBPV5U0RH1E7%27%29%3Bconsole.log%28document.cookie%29%3B%3C%2Fscript%3E&user_token=fa63f112627755337ecbac18484f8aeb
17702,7955970,50,medium,Cross.Site.Scripting,HTTP,18.218.115.60,172.31.69.28,62569,80,ips,signature,-
