Fichero,SID,RS,TP
T1595.003-Web_page_scanning2_[3].pcapng,2062,1,1
T1595.003-Web_page_scanning2_[3].pcapng,43285,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1288,1,1
T1595.003-Web_page_scanning2_[3].pcapng,940,1,1
T1595.003-Web_page_scanning2_[3].pcapng,937,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1662,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1489,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1145,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1301,1,1
T1595.003-Web_page_scanning2_[3].pcapng,879,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1218,1,1
T1595.003-Web_page_scanning2_[3].pcapng,845,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1213,1,1
T1595.003-Web_page_scanning2_[3].pcapng,885,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1206,1,1
T1595.003-Web_page_scanning2_[3].pcapng,882,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1231,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1543,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1551,1,1
T1595.003-Web_page_scanning2_[3].pcapng,839,1,1
T1595.003-Web_page_scanning2_[3].pcapng,825,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1016,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1141,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1606,1,1
T1595.003-Web_page_scanning2_[3].pcapng,993,1,1
T1595.003-Web_page_scanning2_[3].pcapng,886,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1877,1,1
T1595.003-Web_page_scanning2_[3].pcapng,895,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1852,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1520,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1521,1,1
T1595.003-Web_page_scanning2_[3].pcapng,835,1,1
T1595.003-Web_page_scanning2_[3].pcapng,849,1,1
T1595.003-Web_page_scanning2_[3].pcapng,896,1,1
T1595.003-Web_page_scanning2_[3].pcapng,1826,1,1
T1595.003-Web_page_scanning2_[3].pcapng,853,1,1
T1595.003-Web_page_scanning2_[3].pcapng,43290,1,1
T1595.003-Web_page_scanning2_[3].pcapng,887,1,1
T1595.003-Web_page_scanning2_[3].pcapng,2101129,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2101071,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2027261,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2022520,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2101201,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2027250,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2101145,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2010229,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2101016,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2100993,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2019526,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2101877,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2027263,2,1
T1595.003-Web_page_scanning2_[3].pcapng,2049402,2,1
T1595.003-Web_page_scanning2_[3].pcapng,50447,3,1
T1595.003-Web_page_scanning2_[3].pcapng,41742,3,1
T1595.003-Web_page_scanning2_[3].pcapng,33608,3,1
T1595.003-Web_page_scanning2_[3].pcapng,42289,3,1
T1595.003-Web_page_scanning2_[3].pcapng,59258,3,1
T1595.003-Web_page_scanning2_[3].pcapng,2002752,4,0
T1595.003-Web_page_scanning2_[3].pcapng,2002749,4,0
T1595.003-Web_page_scanning2_[3].pcapng,2009885,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2101288,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2100937,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2101662,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2101489,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2008330,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2000560,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2100884,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2010377,4,1
T1595.003-Web_page_scanning2_[3].pcapng,2101852,4,1
T1596.001-DNS_Transfer_[2].pcapng,255,1,1
T1596.001-DNS_Transfer_[2].pcapng,2002752,4,0
T1596.001-DNS_Transfer_[2].pcapng,2002749,4,0
T1596.001-DNS_Transfer_[2].pcapng,2100255,4,1
T1598.003-Spearphishing_Link_[5].pcapng,24253,1,0
T1598.003-Spearphishing_Link_[5].pcapng,2043343,2,0
T1598.003-Spearphishing_Link_[5].pcapng,2044076,2,0
T1598.003-Spearphishing_Link_[5].pcapng,2012886,2,0
T1598.003-Spearphishing_Link_[5].pcapng,15935,3,0
T1598.003-Spearphishing_Link_[5].pcapng,59597,3,0
T1598.003-Spearphishing_Link_[5].pcapng,50447,3,0
T1598.003-Spearphishing_Link_[5].pcapng,2002752,4,0
T1598.003-Spearphishing_Link_[5].pcapng,2002749,4,0
T1598.003-Spearphishing_Link_[5].pcapng,2001117,4,0
T1598.003-Spearphishing_Link_[5].pcapng,2101620,4,1
T1598.003-Spearphishing_Link_[5].pcapng,2025364,4,1
T1589.002-Gather_victim_identity_information_[4].pcapng,2002749,4,0
T1589.002-Gather_victim_identity_information_[4].pcapng,2002752,4,0
T1586.001-Compromise_Accounts_[2].pcapng,1434,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1433,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1201,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1129,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1071,1,1
T1586.001-Compromise_Accounts_[2].pcapng,2062,1,1
T1586.001-Compromise_Accounts_[2].pcapng,43285,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1288,1,1
T1586.001-Compromise_Accounts_[2].pcapng,940,1,1
T1586.001-Compromise_Accounts_[2].pcapng,937,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1662,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1489,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1145,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1301,1,1
T1586.001-Compromise_Accounts_[2].pcapng,879,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1218,1,1
T1586.001-Compromise_Accounts_[2].pcapng,845,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1213,1,1
T1586.001-Compromise_Accounts_[2].pcapng,885,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1206,1,1
T1586.001-Compromise_Accounts_[2].pcapng,882,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1231,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1543,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1551,1,1
T1586.001-Compromise_Accounts_[2].pcapng,839,1,1
T1586.001-Compromise_Accounts_[2].pcapng,825,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1016,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1141,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1606,1,1
T1586.001-Compromise_Accounts_[2].pcapng,993,1,1
T1586.001-Compromise_Accounts_[2].pcapng,886,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1877,1,1
T1586.001-Compromise_Accounts_[2].pcapng,895,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1852,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1520,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1521,1,1
T1586.001-Compromise_Accounts_[2].pcapng,835,1,1
T1586.001-Compromise_Accounts_[2].pcapng,849,1,1
T1586.001-Compromise_Accounts_[2].pcapng,896,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1826,1,1
T1586.001-Compromise_Accounts_[2].pcapng,853,1,1
T1586.001-Compromise_Accounts_[2].pcapng,43290,1,1
T1586.001-Compromise_Accounts_[2].pcapng,887,1,1
T1586.001-Compromise_Accounts_[2].pcapng,1025,1,1
T1586.001-Compromise_Accounts_[2].pcapng,2049402,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2027261,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2022520,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2101201,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2101129,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2101071,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2027250,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2101145,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2018413,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2010229,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2101016,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2100993,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2019526,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2101877,2,1
T1586.001-Compromise_Accounts_[2].pcapng,2027263,2,1
T1586.001-Compromise_Accounts_[2].pcapng,50447,3,1
T1586.001-Compromise_Accounts_[2].pcapng,41742,3,1
T1586.001-Compromise_Accounts_[2].pcapng,33608,3,1
T1586.001-Compromise_Accounts_[2].pcapng,42289,3,1
T1586.001-Compromise_Accounts_[2].pcapng,59258,3,1
T1586.001-Compromise_Accounts_[2].pcapng,2002752,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2002749,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2010706,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2009885,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2101288,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2100937,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2101662,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2101489,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2008330,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2000560,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2100884,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2010377,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2101852,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2101620,4,1
T1586.001-Compromise_Accounts_[2].pcapng,2009749,4,1
T1585.001-Establish_social_accounts_[4].pcapng,2002749,4,0
T1585.001-Establish_social_accounts_[4].pcapng,2002752,4,0
T1584-Cache_dns_[1].pcapng,29456,1,0
T1584-Cache_dns_[1].pcapng,384,1,0
T1584-Cache_dns_[1].pcapng,13249,3,0
T1584-Cache_dns_[1].pcapng,2100469,4,0
T1584-Cache_dns_[1].pcapng,2100384,4,0
T1584-Cache_dns_[1].pcapng,2002752,4,0
T1584-Cache_dns_[1].pcapng,2002749,4,0
T1584-Secuestro_dns_[1].pcapng,29456,1,0
T1584-Secuestro_dns_[1].pcapng,384,1,0
T1584-Secuestro_dns_[1].pcapng,13249,3,1
T1584-Secuestro_dns_[1].pcapng,2100469,4,0
T1584-Secuestro_dns_[1].pcapng,2100384,4,0
T1584-Secuestro_dns_[1].pcapng,2002752,4,0
T1584-Secuestro_dns_[1].pcapng,2002749,4,0
T1584.005-C2018_[6].pcapng,1413,1,1
T1584.005-C2018_[6].pcapng,1417,1,1
T1584.005-C2018_[6].pcapng,254,1,1
T1584.005-C2018_[6].pcapng,1448,1,1
T1584.005-C2018_[6].pcapng,1917,1,1
T1584.005-C2018_[6].pcapng,2049,1,1
T1584.005-C2018_[6].pcapng,29456,1,1
T1584.005-C2018_[6].pcapng,31136,1,1
T1584.005-C2018_[6].pcapng,384,1,1
T1584.005-C2018_[6].pcapng,385,1,1
T1584.005-C2018_[6].pcapng,42340,1,1
T1584.005-C2018_[6].pcapng,449,1,1
T1584.005-C2018_[6].pcapng,566,1,1
T1584.005-C2018_[6].pcapng,408,2,1
T1584.005-C2018_[6].pcapng,2001330,2,1
T1584.005-C2018_[6].pcapng,2013479,2,1
T1584.005-C2018_[6].pcapng,2001972,2,1
T1584.005-C2018_[6].pcapng,2102465,2,1
T1584.005-C2018_[6].pcapng,2102466,2,1
T1584.005-C2018_[6].pcapng,2011716,2,1
T1584.005-C2018_[6].pcapng,2008578,2,1
T1584.005-C2018_[6].pcapng,2012709,2,1
T1584.005-C2018_[6].pcapng,2027390,2,1
T1584.005-C2018_[6].pcapng,2025275,2,1
T1584.005-C2018_[6].pcapng,2027413,2,1
T1584.005-C2018_[6].pcapng,2017515,2,1
T1584.005-C2018_[6].pcapng,2015856,2,1
T1584.005-C2018_[6].pcapng,2101413,2,1
T1584.005-C2018_[6].pcapng,2010937,2,1
T1584.005-C2018_[6].pcapng,2100566,2,1
T1584.005-C2018_[6].pcapng,2010935,2,1
T1584.005-C2018_[6].pcapng,2003068,2,1
T1584.005-C2018_[6].pcapng,2001219,2,1
T1584.005-C2018_[6].pcapng,2012296,2,1
T1584.005-C2018_[6].pcapng,2010939,2,1
T1584.005-C2018_[6].pcapng,57756,3,1
T1584.005-C2018_[6].pcapng,44487,3,1
T1584.005-C2018_[6].pcapng,44485,3,1
T1584.005-C2018_[6].pcapng,44489,3,1
T1584.005-C2018_[6].pcapng,44486,3,1
T1584.005-C2018_[6].pcapng,44484,3,1
T1584.005-C2018_[6].pcapng,44488,3,1
T1584.005-C2018_[6].pcapng,28993,3,1
T1584.005-C2018_[6].pcapng,32481,3,1
T1584.005-C2018_[6].pcapng,41379,3,1
T1584.005-C2018_[6].pcapng,29957,3,1
T1584.005-C2018_[6].pcapng,44416,3,1
T1584.005-C2018_[6].pcapng,4060,3,1
T1584.005-C2018_[6].pcapng,36376,3,1
T1584.005-C2018_[6].pcapng,40186,3,1
T1584.005-C2018_[6].pcapng,52625,3,1
T1584.005-C2018_[6].pcapng,45941,3,1
T1584.005-C2018_[6].pcapng,25664,3,1
T1584.005-C2018_[6].pcapng,41742,3,1
T1584.005-C2018_[6].pcapng,50447,3,1
T1584.005-C2018_[6].pcapng,15850,3,1
T1584.005-C2018_[6].pcapng,23493,3,1
T1584.005-C2018_[6].pcapng,2002749,4,1
T1584.005-C2018_[6].pcapng,2002752,4,1
T1584.005-C2018_[6].pcapng,2101448,4,1
T1584.005-C2018_[6].pcapng,2101447,4,1
T1584.005-C2018_[6].pcapng,2001329,4,1
T1584.005-C2018_[6].pcapng,2003020,4,1
T1584.005-C2018_[6].pcapng,2009582,4,1
T1584.005-C2018_[6].pcapng,2100254,4,1
T1584.005-C2018_[6].pcapng,2003012,4,1
T1584.005-C2018_[6].pcapng,2003006,4,1
T1584.005-C2018_[6].pcapng,2044666,4,1
T1584.005-C2018_[6].pcapng,2023997,4,1
T1584.005-C2018_[6].pcapng,2101917,4,1
T1584.005-C2018_[6].pcapng,2100486,4,1
T1584.005-C2018_[6].pcapng,2022218,4,1
T1584.005-C2018_[6].pcapng,2014384,4,1
T1584.005-C2018_[6].pcapng,2001117,4,1
T1584.005-C2018_[6].pcapng,2100384,4,1
T1584.005-C2018_[6].pcapng,2100408,4,1
T1584.005-C2018_[6].pcapng,2027759,4,1
T1584.005-C2018_[6].pcapng,2102925,4,1
T1584.005-C2018_[6].pcapng,2100449,4,1
T1584.005-C2018_[6].pcapng,2100615,4,1
T1584.005-C2018_[6].pcapng,2034857,4,1
T1584.005-C2018_[6].pcapng,2009207,4,1
T1584.005-C2018_[6].pcapng,2009206,4,1
T1584.005-C2018_[6].pcapng,2009205,4,1
T1584.005-C2018_[6].pcapng,2009208,4,1
T1584.005-C2018_[6].pcapng,2100469,4,1
T1584.005-C2018_[6].pcapng,2043304,4,1
T1584.005-C2018_[6].pcapng,2101417,4,1
T1584.005-C2018_[6].pcapng,2100385,4,1
T1584.005-C2018_[6].pcapng,2102049,4,1
T1584.005-C2018_[6].pcapng,2003099,4,1
T1133-External_remote_services_[4].pcapng,1917,1,0
T1133-External_remote_services_[4].pcapng,254,1,0
T1133-External_remote_services_[4].pcapng,24303,3,0
T1133-External_remote_services_[4].pcapng,27611,3,0
T1133-External_remote_services_[4].pcapng,2101620,4,0
T1133-External_remote_services_[4].pcapng,2100527,4,0
T1133-External_remote_services_[4].pcapng,2002749,4,0
T1133-External_remote_services_[4].pcapng,2001117,4,0
T1133-External_remote_services_[4].pcapng,2101917,4,0
T1190-Sql_inyection1_[3].pcapng,50447,3,0
T1190-Sql_inyection1_[3].pcapng,2002752,4,0
T1190-Sql_inyection1_[3].pcapng,2002749,4,0
T1190-Sql_inyection2_[2].pcapng,1061,1,1
T1190-Sql_inyection2_[2].pcapng,1122,1,0
T1190-Sql_inyection2_[2].pcapng,1147,1,0
T1190-Sql_inyection2_[2].pcapng,2017808,2,0
T1190-Sql_inyection2_[2].pcapng,2009815,2,1
T1190-Sql_inyection2_[2].pcapng,2009714,2,1
T1190-Sql_inyection2_[2].pcapng,2006446,2,1
T1190-Sql_inyection2_[2].pcapng,2006445,2,1
T1190-Sql_inyection2_[2].pcapng,2008538,2,1
T1190-Sql_inyection2_[2].pcapng,19779,3,1
T1190-Sql_inyection2_[2].pcapng,50447,3,0
T1190-Sql_inyection2_[2].pcapng,31939,3,0
T1190-Sql_inyection2_[2].pcapng,7070,3,1
T1190-Sql_inyection2_[2].pcapng,2002752,4,0
T1190-Sql_inyection2_[2].pcapng,2002749,4,0
T1190-Sql_inyection2_[2].pcapng,2012885,4,0
T1190-Sql_inyection2_[2].pcapng,2101061,4,1
T1190-Sql_injection-C2018_[6].pcapng,2016672,2,0
T1190-Sql_injection-C2018_[6].pcapng,2006446,2,1
T1190-Sql_injection-C2018_[6].pcapng,2011037,2,1
T1190-Sql_injection-C2018_[6].pcapng,2010963,2,1
T1190-Sql_injection-C2018_[6].pcapng,2017808,2,1
T1190-Sql_injection-C2018_[6].pcapng,2006445,2,1
T1190-Sql_injection-C2018_[6].pcapng,2017337,2,1
T1190-Sql_injection-C2018_[6].pcapng,2011042,2,1
T1190-Sql_injection-C2018_[6].pcapng,50447,3,0
T1190-Sql_injection-C2018_[6].pcapng,19439,3,1
T1190-Sql_injection-C2018_[6].pcapng,19440,3,1
T1190-Sql_injection-C2018_[6].pcapng,13990,3,1
T1190-Sql_injection-C2018_[6].pcapng,24172,3,1
T1190-Sql_injection-C2018_[6].pcapng,31939,3,1
T1190-Sql_injection-C2018_[6].pcapng,44416,3,1
T1190-Sql_injection-C2018_[6].pcapng,2002749,4,0
T1190-Sql_injection-C2018_[6].pcapng,2002752,4,0
T1190-Sql_injection-C2018_[6].pcapng,2020506,4,1
T1190-Sql_injection-C2018_[6].pcapng,2012885,4,1
T1190-Sql_injection-C2018_[6].pcapng,2009004,4,1
T1189-Drive-by_compromise_v1_[4].pcapng,1917,1,0
T1189-Drive-by_compromise_v1_[4].pcapng,50447,3,0
T1189-Drive-by_compromise_v1_[4].pcapng,2002752,4,0
T1189-Drive-by_compromise_v1_[4].pcapng,2002749,4,0
T1189-Drive-by_compromise_v1_[4].pcapng,2101917,4,0
T1189-Drive-by_compromise_v1_[4].pcapng,2011085,4,0
T1189-Drive-by_compromise_v2_[4].pcapng,2016141,2,1
T1189-Drive-by_compromise_v2_[4].pcapng,50447,3,0
T1189-Drive-by_compromise_v2_[4].pcapng,2002752,4,0
T1189-Drive-by_compromise_v2_[4].pcapng,2002749,4,0
T1189-Drive-by_compromise_v2_[4].pcapng,2011085,4,0
T1189-Drive-by_compromise_v2_[4].pcapng,2003595,4,1
T1200-Hardware_Additions_[5].pcapng,2002752,4,0
T1200-Hardware_Additions_[5].pcapng,2002749,4,0
T1200-Hardware_Additions_[5].pcapng,2100527,4,0
T1566.001-C2018_[6].pcapng,1292,1,0
T1566.001-C2018_[6].pcapng,46983,1,1
T1566.001-C2018_[6].pcapng,47398,3,1
T1566.001-C2018_[6].pcapng,2002749,4,0
T1566.001-C2018_[6].pcapng,2002752,4,0
T1566.001-C2018_[6].pcapng,2101292,4,0
T1566.002-Spearphishing_Link_[5].pcapng,2043343,2,0
T1566.002-Spearphishing_Link_[5].pcapng,2044076,2,0
T1566.002-Spearphishing_Link_[5].pcapng,2016141,2,0
T1566.002-Spearphishing_Link_[5].pcapng,2021076,2,0
T1566.002-Spearphishing_Link_[5].pcapng,2018959,2,0
T1566.002-Spearphishing_Link_[5].pcapng,2025644,2,0
T1566.002-Spearphishing_Link_[5].pcapng,15935,3,0
T1566.002-Spearphishing_Link_[5].pcapng,59597,3,0
T1566.002-Spearphishing_Link_[5].pcapng,50447,3,0
T1566.002-Spearphishing_Link_[5].pcapng,2002752,4,1
T1566.002-Spearphishing_Link_[5].pcapng,2002749,4,1
T1566.002-Spearphishing_Link_[5].pcapng,2001117,4,1
T1566.002-Spearphishing_Link_[5].pcapng,2003595,4,0
T1566.002-Spearphishing_Link_[5].pcapng,2101200,4,0
T1566.002-Spearphishing_Link_[5].pcapng,2101620,4,1
T1659-Content_Injection_[5].pcapng,1917,1,0
T1659-Content_Injection_[5].pcapng,2018959,2,1
T1659-Content_Injection_[5].pcapng,2035480,2,1
T1659-Content_Injection_[5].pcapng,2025644,2,1
T1659-Content_Injection_[5].pcapng,24303,3,0
T1659-Content_Injection_[5].pcapng,15935,3,0
T1659-Content_Injection_[5].pcapng,2100527,4,0
T1659-Content_Injection_[5].pcapng,2002749,4,0
T1659-Content_Injection_[5].pcapng,2101620,4,0
T1659-Content_Injection_[5].pcapng,2002752,4,0
T1659-Content_Injection_[5].pcapng,2001117,4,0
T1659-Content_Injection_[5].pcapng,2101917,4,0
T1659-Content_Injection_[5].pcapng,2003595,4,1
T1659-Content_Injection_[5].pcapng,2101200,4,0
T1659-Content_Injection_[5].pcapng,2000419,4,1
T1659_Inyeccion_[1].pcapng,399,1,0
T1659_Inyeccion_[1].pcapng,2100399,4,0
T1659_Inyeccion_[1].pcapng,2002752,4,0
T1659_Inyeccion_[1].pcapng,2002749,4,0
T1199-Trusted_relationship_[4].pcapng,1448,1,0
T1199-Trusted_relationship_[4].pcapng,2001330,2,0
T1199-Trusted_relationship_[4].pcapng,2034857,4,1
T1199-Trusted_relationship_[4].pcapng,2101448,4,0
T1199-Trusted_relationship_[4].pcapng,2101447,4,1
T1199-Trusted_relationship_[4].pcapng,2001329,4,0
T1199-Trusted_relationship_[4].pcapng,2009207,4,0
T1199-Trusted_relationship_[4].pcapng,2009206,4,0
T1199-Trusted_relationship_[4].pcapng,2009205,4,0
T1199-Trusted_relationship_[4].pcapng,2009208,4,0
T1199-Trusted_relationship_[4].pcapng,2002752,4,1
T1199-Trusted_relationship_[4].pcapng,2002749,4,1
T1176-Browser-extension_[4].pcapng,1917,1,0
T1176-Browser-extension_[4].pcapng,2002752,4,0
T1176-Browser-extension_[4].pcapng,2002749,4,0
T1176-Browser-extension_[4].pcapng,2101917,4,0
T1176-Browser-extension_[4].pcapng,2101620,4,0
T1197-BITS_Jobs_[5].pcapng,1917,1,0
T1197-BITS_Jobs_[5].pcapng,2035480,2,1
T1197-BITS_Jobs_[5].pcapng,2025644,2,1
T1197-BITS_Jobs_[5].pcapng,2022858,2,1
T1197-BITS_Jobs_[5].pcapng,2016141,2,1
T1197-BITS_Jobs_[5].pcapng,2021076,2,1
T1197-BITS_Jobs_[5].pcapng,2018959,2,1
T1197-BITS_Jobs_[5].pcapng,50447,3,0
T1197-BITS_Jobs_[5].pcapng,2002752,4,0
T1197-BITS_Jobs_[5].pcapng,2002749,4,0
T1197-BITS_Jobs_[5].pcapng,2001117,4,1
T1197-BITS_Jobs_[5].pcapng,2000419,4,1
T1197-BITS_Jobs_[5].pcapng,2101917,4,0
T1197-BITS_Jobs_[5].pcapng,2003595,4,1
T1197-BITS_Jobs_[5].pcapng,2101200,4,1
T1197-BITS_Jobs_[5].pcapng,2101620,4,0
T1542.005-TFTP_Boot_[5].pcapng,1444,1,0
T1542.005-TFTP_Boot_[5].pcapng,2008120,2,0
T1542.005-TFTP_Boot_[5].pcapng,2008119,2,0
T1542.005-TFTP_Boot_[5].pcapng,2008118,2,0
T1542.005-TFTP_Boot_[5].pcapng,50447,4,0
T1542.005-TFTP_Boot_[5].pcapng,24303,4,0
T1542.005-TFTP_Boot_[5].pcapng,46533,4,0
T1542.005-TFTP_Boot_[5].pcapng,2100527,4,0
T1542.005-TFTP_Boot_[5].pcapng,2002749,4,0
T1542.005-TFTP_Boot_[5].pcapng,2002752,4,0
T1542.005-TFTP_Boot_[5].pcapng,2101444,4,0
T1542.005-TFTP_Boot_[5].pcapng,2006408,4,0
T1542.005-TFTP_Boot_[5].pcapng,2000418,4,0
T1542.005-TFTP_Boot_[5].pcapng,2011803,4,0
T1542.005-TFTP_Boot_[5].pcapng,2000419,4,0
T1542.005-TFTP_Boot_[5].pcapng,2101620,4,0
T1505.001-SQL_inyection_[3].pcapng,2011039,2,1
T1505.001-SQL_inyection_[3].pcapng,2006444,2,1
T1505.001-SQL_inyection_[3].pcapng,13513,3,1
T1505.001-SQL_inyection_[3].pcapng,50447,3,0
T1505.001-SQL_inyection_[3].pcapng,19438,3,1
T1505.001-SQL_inyection_[3].pcapng,2002752,4,0
T1505.001-SQL_inyection_[3].pcapng,2002749,4,0
